"entity_id","sport_code","sport_desc","sport_particip_code","sport_participation_desc","start_dt","stop_dt"
6175,"MAWP","Water Polo - Men","P","Participated",NULL,NULL
6175,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6179,"MABB","Basketball - Men","P","Participated",NULL,NULL
6179,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6189,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6189,"MABS","Baseball - Men","P","Participated",NULL,NULL
6192,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6192,"MAFL","Football - Men","P","Participated",NULL,NULL
6192,"MARU","Rugby - Men","P","Participated",NULL,NULL
6206,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6206,"MACC","Crew - Men","P","Participated",NULL,NULL
6220,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6220,"MARU","Rugby - Men","P","Participated",NULL,NULL
6221,"MARU","Rugby - Men","P","Participated",NULL,NULL
6221,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6225,"RSFC","Cal Fencing Club","P","Participated",NULL,NULL
6228,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6228,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6230,"MABS","Baseball - Men","P","Participated",NULL,NULL
6230,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6234,"MAFL","Football - Men","P","Participated",NULL,NULL
6234,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6258,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6258,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6266,"MAFL","Football - Men","P","Participated",NULL,NULL
6266,"MATN","Tennis - Men","P","Participated",NULL,NULL
6266,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6276,"MACC","Crew - Men","P","Participated",NULL,NULL
6276,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6277,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6277,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6281,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
6281,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6309,"MABS","Baseball - Men","P","Participated",NULL,NULL
6309,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6327,"MACC","Crew - Men","P","Participated",NULL,NULL
6327,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6353,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6353,"MARU","Rugby - Men","P","Participated",NULL,NULL
6353,"MAFL","Football - Men","P","Participated",NULL,NULL
6389,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6389,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6400,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6400,"MARU","Rugby - Men","P","Participated",NULL,NULL
6412,"MABB","Basketball - Men","P","Participated",NULL,NULL
6412,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6419,"MATN","Tennis - Men","P","Participated",NULL,NULL
6419,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6439,"MACC","Crew - Men","P","Participated",NULL,NULL
6439,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6469,"MAGO","Golf - Men","P","Participated",NULL,NULL
6469,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6477,"MAFL","Football - Men","P","Participated",NULL,NULL
6477,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6477,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6479,"MAFL","Football - Men","P","Participated",NULL,NULL
6479,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6479,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6480,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6480,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6491,"MAGO","Golf - Men","P","Participated",NULL,NULL
6491,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6503,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
6503,"MARU","Rugby - Men","P","Participated",NULL,NULL
6503,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6504,"MARU","Rugby - Men","P","Participated",NULL,NULL
6504,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6524,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6524,"MAFL","Football - Men","P","Participated",NULL,NULL
6524,"MABB","Basketball - Men","P","Participated",NULL,NULL
6530,"MARU","Rugby - Men","P","Participated",NULL,NULL
6530,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6556,"WATN","Tennis - Women","P","Participated",NULL,NULL
6556,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6619,"RSSL","Cal Sailing Club","P","Participated",NULL,NULL
6624,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6624,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6656,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6656,"MABB","Basketball - Men","P","Participated",NULL,NULL
6662,"MATN","Tennis - Men","P","Participated",NULL,NULL
6662,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6663,"WATN","Tennis - Women","P","Participated",NULL,NULL
6663,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6697,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6697,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6716,"MABS","Baseball - Men","P","Participated",NULL,NULL
6716,"MAFL","Football - Men","P","Participated",NULL,NULL
6716,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6721,"MAFL","Football - Men","P","Participated",NULL,NULL
6721,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6733,"MAFL","Football - Men","P","Participated",NULL,NULL
6733,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6756,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6756,"MATN","Tennis - Men","P","Participated",NULL,NULL
6756,"MASO","Soccer - Men","P","Participated",NULL,NULL
6757,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
6757,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6767,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6767,"MABB","Basketball - Men","P","Participated",NULL,NULL
6767,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6795,"MABS","Baseball - Men","P","Participated",NULL,NULL
6795,"MAFL","Football - Men","P","Participated",NULL,NULL
6795,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6798,"MARU","Rugby - Men","P","Participated",NULL,NULL
6798,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6803,"MAWP","Water Polo - Men","P","Participated",NULL,NULL
6803,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
6803,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6806,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6806,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6811,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6811,"MACC","Crew - Men","P","Participated",NULL,NULL
6833,"MACC","Crew - Men","P","Participated",NULL,NULL
6833,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6863,"MAFL","Football - Men","P","Participated",NULL,NULL
6863,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6871,"MAWR","Wrestling - Men","P","Participated",NULL,NULL
6871,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6873,"MARU","Rugby - Men","P","Participated",NULL,NULL
6873,"MAFL","Football - Men","P","Participated",NULL,NULL
6873,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6882,"MAFL","Football - Men","P","Participated",NULL,NULL
6882,"MABB","Basketball - Men","P","Participated",NULL,NULL
6882,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6898,"MAFL","Football - Men","P","Participated",NULL,NULL
6898,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6914,"MABS","Baseball - Men","P","Participated",NULL,NULL
6914,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6917,"MATL","Track & Field - Men","P","Participated",NULL,NULL
6917,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6919,"MARU","Rugby - Men","P","Participated",NULL,NULL
6919,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6925,"MAFL","Football - Men","P","Participated",NULL,NULL
6925,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6937,"MARU","Rugby - Men","P","Participated",NULL,NULL
6937,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6957,"MACC","Crew - Men","P","Participated",NULL,NULL
6957,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6967,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
6967,"MACC","Crew - Men","P","Participated",NULL,NULL
7023,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
7023,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7031,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
7035,"MATL","Track & Field - Men","P","Participated",NULL,NULL
7035,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7045,"MAGO","Golf - Men","P","Participated",NULL,NULL
7045,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7048,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7048,"MACC","Crew - Men","P","Participated",NULL,NULL
7060,"MAFL","Football - Men","P","Participated",NULL,NULL
7060,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7069,"MATL","Track & Field - Men","P","Participated",NULL,NULL
7069,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7131,"MARU","Rugby - Men","P","Participated",NULL,NULL
7131,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7192,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7192,"MACC","Crew - Men","P","Participated",NULL,NULL
7209,"MATL","Track & Field - Men","P","Participated",NULL,NULL
7209,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7223,"MACC","Crew - Men","P","Participated",NULL,NULL
7223,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7233,"MARU","Rugby - Men","P","Participated",NULL,NULL
7233,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7257,"MASO","Soccer - Men","P","Participated",NULL,NULL
7257,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7292,"MACC","Crew - Men","P","Participated",NULL,NULL
7292,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7318,"MATL","Track & Field - Men","P","Participated",NULL,NULL
7318,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7321,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7321,"MARU","Rugby - Men","P","Participated",NULL,NULL
7346,"MACC","Crew - Men","P","Participated",NULL,NULL
7346,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7347,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7347,"MABO","Boxing - Men","P","Participated",NULL,NULL
7353,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7353,"MAGO","Golf - Men","P","Participated",NULL,NULL
7366,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7366,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
7366,"MAWP","Water Polo - Men","P","Participated",NULL,NULL
7390,"MARU","Rugby - Men","P","Participated",NULL,NULL
7390,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7410,"MATL","Track & Field - Men","P","Participated",NULL,NULL
7410,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7415,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7415,"MASO","Soccer - Men","P","Participated",NULL,NULL
7420,"WATN","Tennis - Women","P","Participated",NULL,NULL
7420,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7460,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
7485,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7485,"MAWR","Wrestling - Men","P","Participated",NULL,NULL
7499,"MARU","Rugby - Men","P","Participated",NULL,NULL
7499,"MAFL","Football - Men","P","Participated",NULL,NULL
7499,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7539,"MABB","Basketball - Men","P","Participated",NULL,NULL
7539,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7567,"RSWP","Cal Waterpolo Club","P","Participated",NULL,NULL
7579,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
7579,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7610,"MABO","Boxing - Men","P","Participated",NULL,NULL
7610,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7611,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
7627,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
7630,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7630,"MASO","Soccer - Men","P","Participated",NULL,NULL
7646,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
7659,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7659,"MABS","Baseball - Men","P","Participated",NULL,NULL
7659,"MABB","Basketball - Men","P","Participated",NULL,NULL
7677,"MATL","Track & Field - Men","P","Participated",NULL,NULL
7677,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7684,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7684,"MAWR","Wrestling - Men","P","Participated",NULL,NULL
7691,"WASW","Swimming & Diving - Women","P","Participated",NULL,NULL
7691,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7698,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7698,"MATN","Tennis - Men","P","Participated",NULL,NULL
7707,"RSSL","Cal Sailing Club","P","Participated",NULL,NULL
7709,"MACC","Crew - Men","P","Participated",NULL,NULL
7709,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7750,"MAFL","Football - Men","P","Participated",NULL,NULL
7750,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7756,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7756,"MARU","Rugby - Men","P","Participated",NULL,NULL
7784,"RSHB","Cal Handball Club","P","Participated",NULL,NULL
7786,"RSCS","Cal Ski Team","P","Participated",NULL,NULL
7793,"MATN","Tennis - Men","P","Participated",NULL,NULL
7793,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7794,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7794,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
7794,"MATL","Track & Field - Men","P","Participated",NULL,NULL
7801,"MACC","Crew - Men","P","Participated",NULL,NULL
7801,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7846,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7846,"MAFL","Football - Men","P","Participated",NULL,NULL
7860,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7860,"MATL","Track & Field - Men","P","Participated",NULL,NULL
7860,"MAFL","Football - Men","P","Participated",NULL,NULL
7863,"MATN","Tennis - Men","P","Participated",NULL,NULL
7863,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7882,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7882,"MACC","Crew - Men","P","Participated",NULL,NULL
7896,"MAGO","Golf - Men","P","Participated",NULL,NULL
7896,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7928,"MAFL","Football - Men","P","Participated",NULL,NULL
7928,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7958,"MACC","Crew - Men","P","Participated",NULL,NULL
7958,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7968,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7968,"MATN","Tennis - Men","P","Participated",NULL,NULL
7971,"MAFL","Football - Men","P","Participated",NULL,NULL
7971,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7975,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7975,"MATL","Track & Field - Men","P","Participated",NULL,NULL
7980,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
7980,"MACC","Crew - Men","P","Participated",NULL,NULL
7994,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
7994,"MAWP","Water Polo - Men","P","Participated",NULL,NULL
7994,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8001,"MAWR","Wrestling - Men","P","Participated",NULL,NULL
8001,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8021,"MARU","Rugby - Men","P","Participated",NULL,NULL
8021,"MAFL","Football - Men","P","Participated",NULL,NULL
8021,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8024,"MAWP","Water Polo - Men","P","Participated",NULL,NULL
8024,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8090,"MAWP","Water Polo - Men","P","Participated","1947-01-01 00:00:00","1947-12-31 00:00:00"
8090,"MACC","Crew - Men","P","Participated",NULL,NULL
8090,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8100,"MAWP","Water Polo - Men","P","Participated",NULL,NULL
8100,"MASW","Swimming & Diving - Men","P","Participated",NULL,NULL
8100,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8102,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8102,"MABB","Basketball - Men","P","Participated",NULL,NULL
8103,"RSFC","Cal Fencing Club","P","Participated",NULL,NULL
8123,"MABB","Basketball - Men","P","Participated",NULL,NULL
8123,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8127,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8127,"MACC","Crew - Men","P","Participated",NULL,NULL
8133,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8133,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8139,"MABB","Basketball - Men","P","Participated",NULL,NULL
8139,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8157,"MARU","Rugby - Men","P","Participated",NULL,NULL
8157,"MAFL","Football - Men","P","Participated",NULL,NULL
8157,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8167,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8167,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8194,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8194,"MARU","Rugby - Men","P","Participated",NULL,NULL
8217,"MAFL","Football - Men","P","Participated",NULL,NULL
8217,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8218,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8218,"MAFL","Football - Men","P","Participated",NULL,NULL
8225,"MABS","Baseball - Men","P","Participated",NULL,NULL
8225,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8277,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8277,"MACC","Crew - Men","P","Participated",NULL,NULL
8283,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8283,"MABB","Basketball - Men","P","Participated",NULL,NULL
8283,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8285,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
8294,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8294,"MACC","Crew - Men","P","Participated",NULL,NULL
8314,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8314,"MATN","Tennis - Men","P","Participated",NULL,NULL
8328,"MABS","Baseball - Men","P","Participated",NULL,NULL
8328,"MABB","Basketball - Men","P","Participated",NULL,NULL
8328,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8348,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8348,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8350,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8350,"MARU","Rugby - Men","P","Participated",NULL,NULL
8350,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8375,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8375,"MABO","Boxing - Men","P","Participated",NULL,NULL
8387,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8387,"WATN","Tennis - Women","P","Participated",NULL,NULL
8388,"MAFL","Football - Men","P","Participated",NULL,NULL
8388,"MABS","Baseball - Men","P","Participated",NULL,NULL
8388,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8392,"WAVB","Volleyball - Women","P","Participated",NULL,NULL
8392,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8402,"MATN","Tennis - Men","P","Participated",NULL,NULL
8402,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8417,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8417,"MAFL","Football - Men","P","Participated",NULL,NULL
8427,"MACC","Crew - Men","P","Participated",NULL,NULL
8427,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8463,"MABS","Baseball - Men","P","Participated",NULL,NULL
8463,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8471,"MAFL","Football - Men","P","Participated",NULL,NULL
8471,"MABB","Basketball - Men","P","Participated",NULL,NULL
8471,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8493,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8493,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8504,"WATN","Tennis - Women","P","Participated",NULL,NULL
8504,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8519,"MAFL","Football - Men","P","Participated",NULL,NULL
8519,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8553,"MARU","Rugby - Men","P","Participated",NULL,NULL
8553,"MAFL","Football - Men","P","Participated",NULL,NULL
8553,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8578,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8578,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8591,"MACC","Crew - Men","P","Participated",NULL,NULL
8591,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8594,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8594,"MABO","Boxing - Men","P","Participated",NULL,NULL
8594,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
8605,"MASO","Soccer - Men","P","Participated",NULL,NULL
8605,"MATN","Tennis - Men","P","Participated",NULL,NULL
8605,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8620,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8620,"MATN","Tennis - Men","P","Participated",NULL,NULL
8623,"MAFL","Football - Men","P","Participated",NULL,NULL
8623,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8623,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8631,"MACC","Crew - Men","P","Participated",NULL,NULL
8631,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8680,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8680,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8700,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8700,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8703,"MARU","Rugby - Men","P","Participated",NULL,NULL
8703,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8734,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8734,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8736,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8736,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8738,"RSCS","Cal Ski Team","P","Participated",NULL,NULL
8739,"MARU","Rugby - Men","P","Participated",NULL,NULL
8739,"MAFL","Football - Men","P","Participated",NULL,NULL
8739,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8755,"MATN","Tennis - Men","P","Participated",NULL,NULL
8755,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8757,"MACC","Crew - Men","P","Participated",NULL,NULL
8757,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8790,"MAGO","Golf - Men","P","Participated",NULL,NULL
8790,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8803,"MACC","Crew - Men","P","Participated",NULL,NULL
8803,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8805,"MATL","Track & Field - Men","P","Participated",NULL,NULL
8805,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8864,"RSFC","Cal Fencing Club","P","Participated",NULL,NULL
8884,"MAFL","Football - Men","P","Participated",NULL,NULL
8884,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8914,"MARU","Rugby - Men","P","Participated",NULL,NULL
8914,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8920,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8920,"MARU","Rugby - Men","P","Participated",NULL,NULL
8920,"MASO","Soccer - Men","P","Participated",NULL,NULL
8968,"MAFL","Football - Men","P","Participated",NULL,NULL
8968,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8974,"MABB","Basketball - Men","P","Participated",NULL,NULL
8974,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8978,"MACC","Crew - Men","P","Participated",NULL,NULL
8978,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
8994,"MABB","Basketball - Men","P","Participated",NULL,NULL
8994,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9011,"MARU","Rugby - Men","P","Participated",NULL,NULL
9011,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9027,"WABB","Basketball - Women","P","Participated",NULL,NULL
9027,"WATN","Tennis - Women","P","Participated",NULL,NULL
9027,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9032,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9032,"MACC","Crew - Men","P","Participated",NULL,NULL
9048,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
9051,"MATL","Track & Field - Men","P","Participated",NULL,NULL
9051,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9056,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9056,"MACC","Crew - Men","P","Participated",NULL,NULL
9070,"MATL","Track & Field - Men","P","Participated",NULL,NULL
9070,"MAFL","Football - Men","P","Participated",NULL,NULL
9070,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9093,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
9100,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9100,"MACC","Crew - Men","P","Participated",NULL,NULL
9118,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9118,"MAFL","Football - Men","P","Participated",NULL,NULL
9130,"MACC","Crew - Men","P","Participated",NULL,NULL
9130,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9134,"RSIP","Intramural Sports Participant","P","Participated",NULL,NULL
9139,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9139,"MATL","Track & Field - Men","P","Participated",NULL,NULL
9151,"RSBX","Cal Boxing Club","P","Participated",NULL,NULL
9155,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9155,"MACC","Crew - Men","P","Participated",NULL,NULL
9169,"MAFL","Football - Men","P","Participated",NULL,NULL
9169,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9175,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9175,"MACC","Crew - Men","P","Participated",NULL,NULL
9180,"MACC","Crew - Men","P","Participated",NULL,NULL
9180,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9190,"ICA","Intercollegiate Athlete","P","Participated",NULL,NULL
9190,"MAFL","Football - Men","P","Participated",NULL,NULL
